symbol,name,price,change,pct_change,volume
NTRBW,NTRBW,1.24,0.92,281.54,9208
SABSW,SABSW,0.04,0.03,182.14,47595
CHPGR,CHPGR,0.19,0.1,124.76,962242
BEATW,BEATW,0.01,0.01,110.0,908
BDRX,BDRX,1.3,0.63,94.73,139267095
APURR,APURR,0.37,0.17,89.74,934467
ARCLW,ARCLW,0.09,0.04,88.2,11888
GFAIW,GFAIW,0.01,0.01,86.25,10283
TRUG,TRUG,0.65,0.28,76.14,419186150
AUROW,AUROW,0.07,0.03,74.56,46325
SCAGW,SCAGW,0.01,0.0,56.41,400
NRSNW,NRSNW,0.07,0.02,52.17,94
MKDW,MKDW,7.75,2.65,51.96,1377473
SWAGW,SWAGW,0.0,0.0,50.0,126382
JENA^,JENA^,0.24,0.08,49.84,246
ACVA,ACVA,10.41,3.19,44.25,114834982
FEIM,FEIM,88.38,26.32,42.4,1540558
MSAIW,MSAIW,0.03,0.01,40.6,6301
FTFT,FTFT,2.88,0.83,40.49,52262935
MRNOW,MRNOW,0.01,0.0,39.34,27378
