symbol,name,price,change,pct_change,volume
XOSWW,XOSWW,0.01,0.01,822.22,4996476
PFSA,PFSA,27.48,22.95,506.62,51948073
NTWOW,NTWOW,1.65,1.37,489.5,3140464
CAST,CAST,2.1,1.24,144.24,130678998
IPST,IPST,15.76,8.37,113.26,31583542
XOS,XOS,4.44,2.35,112.44,106407663
SABSW,SABSW,0.03,0.02,92.09,555736
NVNIW,NVNIW,0.03,0.02,88.89,11302
AIXC,AIXC,1.32,0.61,85.86,61713935
SLE,SLE,5.5,2.48,82.12,49054353
AMLX,AMLX,35.11,13.68,63.84,23762493
NCOOW,NCOOW,0.04,0.02,62.86,1156
MUA^,MUA^,0.0,0.0,54.84,974621
FDMMW,FDMMW,0.6,0.21,53.85,7346
GRABW,GRABW,0.03,0.01,53.16,20936
GNLN,GNLN,3.05,1.04,51.74,692663
PSIG,PSIG,1.59,0.51,47.22,4983367
OSRHW,OSRHW,0.05,0.02,44.81,21355
EJH,EJH,2.06,0.61,42.07,20076932
ALOVW,ALOVW,0.55,0.16,41.36,8183
