symbol,name,price,change,pct_change,volume
LGCL,LGCL,0.24,-1.17,-82.86,109492289
AACBR,AACBR,0.0,-0.01,-72.5,1392925
SWAGW,SWAGW,0.01,-0.01,-60.0,12932
RNWWW,RNWWW,0.0,-0.0,-54.55,744980
ASTLW,ASTLW,0.0,-0.0,-48.05,13001
BGLWW,BGLWW,0.04,-0.03,-40.77,74708
ZTG,ZTG,1.94,-1.33,-40.67,957898
RCKTW,RCKTW,0.0,-0.0,-40.0,7190
FNG,FNG,7.04,-4.66,-39.83,1174383
FGIWW,FGIWW,0.08,-0.05,-38.46,4555
IVDAW,IVDAW,0.02,-0.01,-34.44,8855
LUCYW,LUCYW,0.03,-0.02,-33.92,373
SNSC,SNSC,1.99,-1.01,-33.83,544635
RITR,RITR,0.08,-0.04,-33.66,9135245
NRSNW,NRSNW,0.05,-0.03,-33.33,3411
AUROW,AUROW,0.11,-0.06,-33.33,40199
DCGO,DCGO,0.48,-0.23,-33.08,3472733
BIVIW,BIVIW,0.16,-0.08,-32.96,139772
ONFOW,ONFOW,0.01,-0.01,-31.43,253229
KEEX,KEEX,25.36,-11.4,-31.01,123776
