symbol,name,price,change,pct_change,volume
NCT,NCT,0.51,-4.39,-89.66,22833308
GIPRW,GIPRW,0.0,-0.01,-84.71,50200
ADBT,ADBT,0.34,-1.38,-80.02,124575877
HUBCZ,HUBCZ,0.01,-0.01,-47.37,1287
GIXI,GIXI,6.75,-5.95,-46.85,486265
QSEAR,QSEAR,0.15,-0.12,-44.37,206
RARE,RARE,14.85,-11.68,-44.03,27002741
NCPL,NCPL,0.63,-0.4,-38.97,5108976
KITTW,KITTW,0.01,-0.01,-38.54,25301
RACC,RACC,12.37,-7.55,-37.9,832943
ARCLR,ARCLR,0.15,-0.09,-37.5,12436
ALP,ALP,0.12,-0.06,-35.75,17424385
FSHPR,FSHPR,0.05,-0.03,-35.52,6905
SPWRW,SPWRW,0.05,-0.02,-35.23,887605
SMST,SMST,17.96,-9.72,-35.12,2289364
MSTZ,MSTZ,3.63,-1.93,-34.71,66285729
MDCX,MDCX,0.17,-0.09,-34.4,93578711
APVO,APVO,1.71,-0.89,-34.23,1657633
KTWOR,KTWOR,0.17,-0.09,-33.65,120502
CRCD,CRCD,1.65,-0.81,-32.93,10765805
