symbol,name,price,change,pct_change,volume
GFAIW,GFAIW,0.02,0.02,200.0,10544
BIAFW,BIAFW,0.39,0.17,77.1,33829
CHPT,CHPT,9.06,3.87,74.57,42811965
TANH,TANH,0.38,0.15,66.94,105394375
ASTLW,ASTLW,0.01,0.0,66.67,190930
ACONW,ACONW,0.05,0.02,65.55,5662
SPWR,SPWR,0.4,0.15,58.21,282829185
BETRW,BETRW,0.15,0.05,55.82,101
DSS,DSS,0.83,0.28,50.63,106369440
MIMI,MIMI,0.96,0.32,49.27,144375904
ANNAW,ANNAW,0.24,0.08,47.06,156555
CUBWW,CUBWW,0.22,0.07,46.5,15239
LCFYW,LCFYW,5.5,1.65,42.86,842
HVIIU,HVIIU,15.2,4.42,41.0,9065
NEXRW,NEXRW,0.01,0.0,40.0,13679
SWAGW,SWAGW,0.01,0.0,38.1,2012
AEHL,AEHL,7.45,2.02,37.2,21349007
MSTU,MSTU,37.7,9.8,35.13,8192074
CYPH,CYPH,2.27,0.59,35.12,17938241
MSTP,MSTP,26.64,6.91,35.0,103468
