symbol,name,price,change,pct_change,volume
VEEE,VEEE,24.86,20.04,415.77,71446666
SOBR,SOBR,1.19,0.76,174.75,259733063
QTTB,QTTB,21.38,10.17,90.72,27593205
AGEN,AGEN,6.12,2.77,82.69,173289908
XBPEW,XBPEW,0.07,0.02,62.09,25
SABSW,SABSW,0.02,0.01,49.17,68950
FTRK,FTRK,0.59,0.19,48.87,153316264
GIBOW,GIBOW,0.02,0.01,48.5,654
LAFAR,LAFAR,0.17,0.05,40.0,1566
MIMI,MIMI,2.96,0.83,38.97,45033115
ILLRW,ILLRW,0.05,0.01,37.95,311
BRRWW,BRRWW,0.29,0.08,37.9,1158
SWVLW,SWVLW,0.01,0.0,36.62,3415
HDRNW,HDRNW,0.16,0.04,35.81,29260
SLMT,SLMT,6.63,1.74,35.58,443235
EDBLW,EDBLW,0.04,0.01,34.74,13952
ASPCR,ASPCR,0.14,0.03,29.43,542
EHGO,EHGO,2.12,0.48,29.27,28769605
YDESW,YDESW,0.26,0.06,27.92,2631
ONFOW,ONFOW,0.01,0.0,27.72,8399
