symbol,name,price,change,pct_change,volume
MIACW,MIACW,1.02,0.72,240.0,521
GFAIW,GFAIW,0.0,0.0,140.0,32384
FNGR,FNGR,0.4,0.22,129.53,1220108689
SAIHW,SAIHW,0.06,0.03,97.5,4160
SWVLW,SWVLW,0.01,0.01,76.83,676865
SPWRW,SPWRW,0.12,0.05,72.86,4213
CHAI,CHAI,0.4,0.15,57.11,291782993
WCT,WCT,1.09,0.34,45.53,20072649
CYAB,CYAB,0.45,0.14,45.36,211570788
AESPW,AESPW,0.08,0.02,42.17,27
OSPRW,OSPRW,0.5,0.15,41.8,2000
SWVL,SWVL,3.12,0.91,41.18,4704980
DUO,DUO,0.96,0.26,37.56,63061706
WLDSW,WLDSW,10.99,2.99,37.38,83
ARQQW,ARQQW,0.01,0.0,37.04,1481807
CYCUW,CYCUW,0.03,0.01,33.65,51787
YDESW,YDESW,0.4,0.1,33.33,20073
IRHOR,IRHOR,0.2,0.05,31.7,56
COCHW,COCHW,0.04,0.01,28.62,2002
NCPL,NCPL,0.69,0.15,28.41,105441896
