symbol,name,price,change,pct_change,volume
BTAI,BTAI,0.18,-0.54,-74.76,57123529
ASTLW,ASTLW,0.0,-0.01,-67.0,92295
WETO,WETO,5.72,-5.78,-50.26,1532475
BCAB,BCAB,1.74,-1.41,-44.75,1019827
JSPRW,JSPRW,0.01,-0.0,-43.43,13408
SDSTW,SDSTW,0.09,-0.06,-39.96,8862
PPCB,PPCB,1.35,-0.88,-39.46,3918410
RAINW,RAINW,0.15,-0.1,-39.33,1949
DAAQW,DAAQW,0.12,-0.07,-38.67,5645
LCFYW,LCFYW,1.99,-1.11,-35.81,2605
NTRBW,NTRBW,0.45,-0.25,-35.71,954
SCAGW,SCAGW,0.01,-0.0,-34.96,547048
BBAI+,BBAI+,0.07,-0.03,-34.5,167629
SWAGW,SWAGW,0.0,-0.0,-33.82,86795
CRE,CRE,3.91,-1.99,-33.73,320869
TMCWW,TMCWW,0.01,-0.0,-33.33,1322863
BEATW,BEATW,0.01,-0.0,-31.76,6388
TAOP,TAOP,0.77,-0.35,-31.29,259745
PFSA,PFSA,2.93,-1.31,-30.9,617585
AEHL,AEHL,3.54,-1.55,-30.45,337193
