symbol,name,price,change,pct_change,volume
JSPRW,JSPRW,0.0,-0.0,-92.31,863065
BENF,BENF,1.45,-1.45,-50.0,19423972
MTEKW,MTEKW,0.06,-0.06,-50.0,13294
RVSNW,RVSNW,0.01,-0.01,-47.28,4206
ASGI^,ASGI^,0.02,-0.01,-45.0,1692834
ASTLW,ASTLW,0.01,-0.01,-41.67,49195
TLNCW,TLNCW,0.44,-0.26,-37.14,6
OABIW,OABIW,0.19,-0.11,-37.14,5
TRT,TRT,7.26,-4.19,-36.59,2851019
LTRYW,LTRYW,0.0,-0.0,-36.59,73521
XXII,XXII,1.51,-0.83,-35.47,815092
MOBXW,MOBXW,0.08,-0.04,-35.22,17409
DAICW,DAICW,0.01,-0.0,-35.0,469
NPWR+,NPWR+,0.2,-0.1,-33.33,16600
BFRGW,BFRGW,0.18,-0.09,-33.09,39153
IVDAW,IVDAW,0.02,-0.01,-32.82,5820
PBMWW,PBMWW,0.02,-0.01,-32.46,4437
QUMSR,QUMSR,0.06,-0.03,-32.44,31
WHLR,WHLR,3.74,-1.7,-31.25,2993093
SSEAR,SSEAR,0.1,-0.04,-30.0,500
