symbol,name,price,change,pct_change,volume
PDYNW,PDYNW,0.0,0.0,175.0,5385129
NTRBW,NTRBW,2.4,1.45,152.66,7333
APUS,APUS,5.03,2.74,119.65,86669243
SRZN,SRZN,33.68,17.52,108.42,11441942
GLND,GLND,5.35,2.44,83.85,151392373
PMAX,PMAX,1.65,0.74,80.62,55271686
GLNDW,GLNDW,1.58,0.7,79.55,2311013
GPATW,GPATW,0.07,0.03,62.38,44869
VWAVW,VWAVW,0.06,0.02,57.11,50210
STAK,STAK,1.44,0.5,53.19,44199981
GGROW,GGROW,0.01,0.0,51.16,742074
AIMDW,AIMDW,0.09,0.03,50.0,6529
NCPLW,NCPLW,0.03,0.01,49.52,5541
KCHVR,KCHVR,0.12,0.04,48.39,36
PFSA,PFSA,3.03,0.98,47.8,78569995
YDES,YDES,4.77,1.54,47.68,3105295
ZEOWW,ZEOWW,0.04,0.01,44.74,15645
YDESW,YDESW,0.52,0.15,43.06,113350
DFLIW,DFLIW,0.02,0.01,40.43,1705
FOFO,FOFO,2.43,0.67,38.07,6066403
