symbol,name,price,change,pct_change,volume
CELUW,CELUW,0.0,0.0,533.33,153976
PSNYW,PSNYW,5.57,3.45,162.74,2907670
SLXNW,SLXNW,0.05,0.02,98.8,1805
BRLSW,BRLSW,0.05,0.02,95.69,203
SDOT,SDOT,25.3,11.05,77.54,23601688
ILLRW,ILLRW,0.05,0.02,73.93,13032
SLND,SLND,1.16,0.48,70.26,202005715
LIDRW,LIDRW,0.02,0.01,64.17,48068
NOEMW,NOEMW,0.16,0.06,60.0,209735
SLND+,SLND+,0.03,0.01,51.11,493857
PBMWW,PBMWW,0.03,0.01,48.5,15705
PSQH+,PSQH+,0.04,0.01,47.98,7007
ASTLW,ASTLW,0.03,0.01,46.55,247
CJMB,CJMB,1.22,0.36,41.7,46780769
CDIOW,CDIOW,0.02,0.0,40.0,4471
TNONW,TNONW,0.01,0.0,37.84,200
FGIWW,FGIWW,0.02,0.01,37.5,12075
BIYA,BIYA,4.14,1.1,36.18,22072198
CCIXW,CCIXW,0.01,0.0,33.33,740232
BPACR,BPACR,0.2,0.05,32.8,826
