symbol,name,price,change,pct_change,volume
RFAIU,RFAIU,51.4,40.9,389.52,2617
RFAI,RFAI,58.0,44.85,341.06,2973251
HOWL,HOWL,0.87,0.44,102.57,292148955
USDEW,USDEW,1.4,0.68,94.96,1944532
USDE,USDE,7.41,3.41,85.25,91187550
TMCWW,TMCWW,0.02,0.01,77.88,760976
RFAIR,RFAIR,0.19,0.08,72.27,1605172
FTRA+,FTRA+,1.33,0.54,68.35,202
ARQQW,ARQQW,0.01,0.0,60.38,815141
KNRX,KNRX,0.52,0.19,56.27,134974596
SDOT,SDOT,13.18,4.74,56.16,18863170
CRMU,CRMU,2.38,0.76,46.91,794242
AIAI,AIAI,6.62,2.09,46.14,12850397
CRMX,CRMX,5.54,1.74,45.79,532181
GSHRW,GSHRW,0.33,0.1,43.42,23
PDYNW,PDYNW,0.01,0.0,43.33,1263662
EXYN,EXYN,2.21,0.63,39.87,15854101
LSTA,LSTA,1.55,0.42,37.17,6957584
GGROW,GGROW,0.01,0.0,36.59,53543
AMCI,AMCI,6.5,1.6,32.65,212017
