symbol,name,price,change,pct_change,volume
SION,SION,4.5,-46.54,-91.18,37715920
TENX,TENX,1.38,-12.06,-89.77,63760447
ANSCW,ANSCW,0.0,-0.01,-63.64,270705
SHFSW,SHFSW,0.02,-0.03,-60.0,2116
MNTSW,MNTSW,0.0,-0.0,-56.52,280828
ACH,ACH,1.4,-1.41,-50.18,8051016
BBLGW,BBLGW,3.5,-3.0,-46.15,118
AIRS,AIRS,2.75,-2.26,-45.11,4055014
BIAFW,BIAFW,0.05,-0.04,-44.33,1823
XOSWW,XOSWW,0.0,-0.0,-40.0,56993
QTRX,QTRX,2.42,-1.61,-39.95,4000138
BTDL,BTDL,10.54,-6.93,-39.66,175742
CNCKW,CNCKW,0.22,-0.15,-39.64,503
HPAIW,HPAIW,0.02,-0.01,-39.6,54
VATE,VATE,7.33,-4.78,-39.43,2321955
NABL,NABL,3.21,-1.77,-35.57,6489014
MUA^,MUA^,0.01,-0.0,-35.44,862663
SQFT,SQFT,1.53,-0.79,-34.05,44017
AXTL,AXTL,3.81,-1.96,-33.97,733130
AXTC,AXTC,23.22,-11.86,-33.82,16833
