symbol,name,price,change,pct_change,volume
BENF,BENF,2.9,2.36,438.73,284887425
ASTLW,ASTLW,0.01,0.01,287.1,91687
WHLR,WHLR,5.44,3.57,190.91,89340007
BFRGW,BFRGW,0.26,0.16,157.87,435298
NIVFW,NIVFW,0.02,0.01,120.69,24142
VSA,VSA,3.64,1.66,83.84,15285290
ARTL,ARTL,7.31,3.16,76.14,24187258
NRSNW,NRSNW,0.06,0.02,59.09,5483
BFRG,BFRG,0.95,0.35,58.33,188706271
HSCSW,HSCSW,0.08,0.03,50.67,6
PBMWW,PBMWW,0.03,0.01,50.66,14596
MLECW,MLECW,0.02,0.01,47.11,66581
VTGN,VTGN,0.37,0.12,46.54,569971358
GCDT,GCDT,0.49,0.15,45.13,188109812
BENFW,BENFW,0.01,0.0,40.0,7375400
SHFSW,SHFSW,0.01,0.0,39.78,5801
IPDN,IPDN,5.42,1.52,38.97,25939281
SPWRW,SPWRW,0.03,0.01,38.89,2200
WTGUR,WTGUR,0.14,0.04,38.2,2
TJGC,TJGC,23.28,6.38,37.75,389767
