symbol,name,price,change,pct_change,volume
AACBR,AACBR,0.0,-0.1,-99.3,592625
RCKTW,RCKTW,0.0,-0.0,-65.38,145864
MYSEW,MYSEW,0.0,-0.0,-46.67,13998
XOSWW,XOSWW,0.0,-0.0,-42.11,349252
LESL,LESL,0.77,-0.55,-41.67,7090181
SKYH+,SKYH+,0.44,-0.3,-40.09,71440
RNWWW,RNWWW,0.0,-0.0,-40.0,3248
KIDZW,KIDZW,0.01,-0.01,-38.97,185286
CRACW,CRACW,0.04,-0.02,-37.56,333
FGL,FGL,0.5,-0.29,-36.66,7933255
OSRHW,OSRHW,0.03,-0.02,-36.58,25417
YDESW,YDESW,0.19,-0.1,-35.46,73206
GFAIW,GFAIW,0.03,-0.01,-31.08,522
LUCYW,LUCYW,0.05,-0.02,-30.69,3435
TVIVW,TVIVW,0.22,-0.09,-30.3,16285
SOUL^,SOUL^,0.12,-0.05,-29.35,19378
ENGNW,ENGNW,0.34,-0.14,-29.19,202
CLBT,CLBT,10.8,-4.45,-29.18,36588195
SPWRW,SPWRW,0.05,-0.02,-28.57,188528
OBX,OBX,18.92,-7.5,-28.39,162968
