symbol,name,price,change,pct_change,volume
NFEGP,NFEGP,485.0,428.78,762.68,74610
RETO,RETO,2.8,2.44,676.27,205977742
VEEA,VEEA,5.71,3.42,149.34,198860897
VEEAW,VEEAW,0.06,0.03,126.19,687166
MEDS,MEDS,1.62,0.74,83.69,51928033
HQWWW,HQWWW,7.01,2.79,66.11,376625
VWAVW,VWAVW,0.09,0.03,63.45,84650
SCAGW,SCAGW,0.01,0.0,60.26,8108
FBDT,FBDT,1.0,0.36,55.98,73967905
NMCO^,NMCO^,0.01,0.0,50.0,903581
PDYNW,PDYNW,0.01,0.0,50.0,1067147
PDSB,PDSB,0.59,0.19,46.66,360482940
NWGL,NWGL,1.74,0.53,43.8,7084020
MYSZ,MYSZ,2.32,0.66,39.76,28373380
IPW,IPW,2.63,0.7,36.27,37858314
PSIG,PSIG,3.42,0.88,34.65,4232184
VRA,VRA,4.09,1.05,34.54,11208428
QSEAR,QSEAR,0.28,0.07,33.33,33
AACPR,AACPR,0.2,0.05,33.16,26
CDIOW,CDIOW,0.01,0.0,33.0,4188
