symbol,name,price,change,pct_change,volume
KTTAW,KTTAW,0.0,-0.0,-64.0,30000
MIACW,MIACW,0.5,-0.52,-50.98,7773
SAIHW,SAIHW,0.03,-0.03,-50.09,58148
GFAIW,GFAIW,0.0,-0.0,-47.92,45358
ACHR+,ACHR+,0.01,-0.01,-46.43,528742
IVDAW,IVDAW,0.02,-0.02,-45.63,6000
FNGR,FNGR,0.22,-0.17,-43.97,67030650
RCKTW,RCKTW,0.0,-0.0,-42.86,158230
ARQQW,ARQQW,0.0,-0.0,-41.89,801725
ARBEW,ARBEW,0.01,-0.01,-39.76,16642
BEATW,BEATW,0.01,-0.01,-39.19,15907
XLABW,XLABW,0.36,-0.23,-39.17,75374
VEEAW,VEEAW,0.03,-0.01,-37.5,37112
WHLR,WHLR,0.68,-0.39,-36.45,4628562
PSQH+,PSQH+,0.02,-0.01,-35.45,12443
FBYDW,FBYDW,1.1,-0.5,-31.25,2400
ASPCR,ASPCR,0.09,-0.04,-30.77,869
CUBWW,CUBWW,0.33,-0.14,-29.79,231140
SSEAR,SSEAR,0.11,-0.04,-29.03,100
RFAIU,RFAIU,41.0,-16.5,-28.7,260
