symbol,name,price,change,pct_change,volume
GTERW,GTERW,0.07,0.04,135.95,18
LCFYW,LCFYW,4.15,2.16,108.54,2316
AEHL,AEHL,6.49,2.95,83.33,46461845
BETRW,BETRW,0.15,0.06,78.06,252
ADSEW,ADSEW,0.53,0.2,61.67,54041
JSPRW,JSPRW,0.01,0.0,60.71,10436
FSHPR,FSHPR,0.08,0.03,55.09,242
NCRA,NCRA,2.83,0.94,49.74,62845004
TLNCW,TLNCW,0.75,0.24,47.03,772
GPRO,GPRO,0.88,0.28,46.06,116869131
GCLWW,GCLWW,0.03,0.01,42.86,141
COOTW,COOTW,0.02,0.01,42.29,7019
OSPRW,OSPRW,0.5,0.15,41.8,1272
MRNOW,MRNOW,0.01,0.0,41.54,8196
YDDL,YDDL,2.28,0.65,39.88,32319465
RDHL,RDHL,0.9,0.25,37.99,102138668
AACIW,AACIW,0.29,0.08,36.68,65
TMSWW,TMSWW,1.21,0.32,35.39,1002
AACPR,AACPR,0.19,0.05,34.17,807
TVACW,TVACW,0.44,0.11,33.29,300
