symbol,name,price,change,pct_change,volume
GDEVW,GDEVW,0.0,-0.0,-74.14,6634
PDSB,PDSB,0.26,-0.47,-64.87,26973290
MYSEW,MYSEW,0.0,-0.01,-60.78,44489
ZONE,ZONE,0.16,-0.19,-55.19,80012900
RETO,RETO,1.2,-1.4,-53.85,4811277
RNWWW,RNWWW,0.0,-0.0,-50.0,62286
FGIWW,FGIWW,0.07,-0.07,-47.64,10345
VLOSW,VLOSW,0.26,-0.2,-43.76,4001
SKYAW,SKYAW,0.02,-0.01,-41.38,7606
LUCYW,LUCYW,0.04,-0.03,-40.15,15407
OXBRW,OXBRW,0.07,-0.05,-39.26,748
BODI,BODI,6.29,-3.93,-38.45,428055
VEEAW,VEEAW,0.04,-0.02,-38.28,18275
CRIS,CRIS,2.31,-1.35,-36.89,585848
CDNL,CDNL,38.27,-21.73,-36.22,3654853
GAIA,GAIA,1.24,-0.67,-35.0,992141
GETY,GETY,0.29,-0.15,-34.78,15840360
SCKT,SCKT,1.39,-0.74,-34.74,13335314
HOLOW,HOLOW,0.05,-0.03,-34.0,466
CYCUW,CYCUW,0.02,-0.01,-33.02,34932
