symbol,name,price,change,pct_change,volume
DCX,DCX,0.13,-0.31,-69.89,35175757
MKDW,MKDW,2.63,-4.7,-64.12,1058594
KLXER,KLXER,0.01,-0.01,-55.97,415955
CYCUW,CYCUW,0.02,-0.03,-55.6,21432
PAAI,PAAI,1.49,-1.85,-55.39,42277434
PCTTU,PCTTU,5.42,-5.57,-50.68,226
SDST,SDST,0.12,-0.13,-50.32,40969538
MRNOW,MRNOW,0.01,-0.0,-39.83,8359
MTEKW,MTEKW,0.07,-0.04,-37.51,1
GFAIW,GFAIW,0.01,-0.01,-36.9,12246
FRGT,FRGT,0.63,-0.35,-35.48,1231093
VEEAW,VEEAW,0.05,-0.03,-34.74,16597
ASTLW,ASTLW,0.01,-0.0,-33.33,1601
VWAVW,VWAVW,0.05,-0.03,-33.33,113044
BLRKW,BLRKW,0.26,-0.13,-33.28,10837
DAIC,DAIC,3.55,-1.75,-33.02,3993669
WTGUR,WTGUR,0.1,-0.05,-32.75,6088
SMST,SMST,13.84,-6.68,-32.55,3699345
MSTZ,MSTZ,2.82,-1.36,-32.54,77303521
ARCLW,ARCLW,0.07,-0.03,-31.7,5810
