symbol,name,price,change,pct_change,volume
BRLS,BRLS,1.75,0.93,113.15,42033775
RCKTW,RCKTW,0.0,0.0,112.5,21416
GDEVW,GDEVW,0.0,0.0,100.0,46021
JZ,JZ,3.32,1.62,95.29,40151738
BTCT,BTCT,1.47,0.63,75.69,147227454
HUMAW,HUMAW,0.01,0.0,69.81,7955
NVNIW,NVNIW,0.03,0.01,60.82,43772
BRLSW,BRLSW,0.05,0.02,56.16,36304
CDIOW,CDIOW,0.02,0.01,53.51,9301
OABIW,OABIW,0.27,0.09,52.13,38107
KIDZW,KIDZW,0.01,0.0,52.11,34008
VGASW,VGASW,0.03,0.01,50.59,43001
HUBCZ,HUBCZ,0.01,0.0,50.0,1856
MMA,MMA,0.56,0.18,47.87,349645610
INDP,INDP,1.38,0.44,46.81,11540862
BIVI,BIVI,1.86,0.52,38.81,47937613
BZAIW,BZAIW,0.13,0.04,36.84,6649
OXBRW,OXBRW,0.11,0.03,33.33,32
PCLA,PCLA,8.49,2.09,32.66,5026880
WETO,WETO,27.52,6.76,32.59,4147268
