symbol,name,price,change,pct_change,volume
AIXI,AIXI,1.31,0.85,186.28,238986415
NCPL,NCPL,0.58,0.32,126.83,482871169
BCCQW,BCCQW,1.1,0.61,124.49,1756088
DAIC,DAIC,3.88,2.15,124.28,127923849
PMI,PMI,9.53,4.4,85.77,40872950
JEM,JEM,6.79,2.98,77.88,17824073
AESPW,AESPW,0.08,0.03,73.7,39785
PARAW,PARAW,0.01,0.01,73.61,613
GGROW,GGROW,0.01,0.0,70.73,100
DAICW,DAICW,0.01,0.01,70.0,1451242
ALVOW,ALVOW,0.49,0.19,63.88,655
SWVLW,SWVLW,0.01,0.0,63.64,2987555
RAINW,RAINW,0.21,0.08,61.54,95328
IVDAW,IVDAW,0.04,0.01,61.36,570
TNONW,TNONW,0.01,0.01,59.77,33995
BZFDW,BZFDW,0.02,0.01,58.18,6264
BSAAR,BSAAR,0.12,0.04,56.25,2454
SWVL,SWVL,2.21,0.72,48.32,75589502
COCHW,COCHW,0.04,0.01,45.85,58540
OFAL,OFAL,1.05,0.32,44.39,77600365
