symbol,name,price,change,pct_change,volume
GDEVW,GDEVW,0.0,-0.0,-82.76,326561
HUMAW,HUMAW,0.0,-0.0,-75.0,169096
GIPRW,GIPRW,0.02,-0.04,-69.44,10922
FLZH,FLZH,0.1,-0.12,-56.54,32625985
OSRHW,OSRHW,0.02,-0.02,-55.33,21220
OSRH,OSRH,0.12,-0.13,-53.4,25151057
FVN,FVN,9.43,-10.41,-52.47,169798
FTRA+,FTRA+,0.57,-0.39,-40.62,1200
EDBLW,EDBLW,0.03,-0.02,-38.57,2922
SCAGW,SCAGW,0.01,-0.01,-38.19,25313
ADBT,ADBT,6.26,-3.74,-37.4,1053237
SMXWW,SMXWW,0.01,-0.01,-37.06,16484
NXGLW,NXGLW,0.02,-0.01,-35.47,4164
FVNNU,FVNNU,12.33,-6.67,-35.11,87
SAIHW,SAIHW,0.03,-0.02,-33.73,9
ARCLW,ARCLW,0.06,-0.03,-33.22,6264
RMCOW,RMCOW,0.13,-0.06,-33.19,53140
GSHRW,GSHRW,0.23,-0.11,-32.15,17
GRABW,GRABW,0.02,-0.01,-31.56,43792
ASTLW,ASTLW,0.0,-0.0,-31.43,1142
