symbol,name,price,change,pct_change,volume
YXT,YXT,23.43,20.23,632.19,59351461
NVNIW,NVNIW,0.03,0.02,98.25,600
INLF,INLF,6.27,3.09,97.17,60440455
SEATW,SEATW,0.05,0.02,91.57,1
ZYBT,ZYBT,2.36,1.08,84.38,70479460
MRNOW,MRNOW,0.01,0.01,84.29,59622
FTHAW,FTHAW,0.59,0.26,81.04,946
RITR,RITR,0.26,0.12,79.33,711867114
JLHL,JLHL,9.35,3.93,72.51,32939432
ONFOW,ONFOW,0.01,0.0,69.84,7303
FWACW,FWACW,0.05,0.02,66.67,401745
SAIHW,SAIHW,0.04,0.02,63.64,921
HUBCZ,HUBCZ,0.02,0.01,62.73,3281
NCPLW,NCPLW,0.02,0.01,62.67,1000
BKSY+,BKSY+,0.01,0.0,58.67,88015
SORNW,SORNW,0.24,0.09,57.79,8305
RCKTW,RCKTW,0.0,0.0,55.56,120029
OESX,OESX,16.06,5.66,54.42,667378
CRACW,CRACW,0.05,0.01,42.45,284
GTE,GTE,9.46,2.63,38.51,20233479
