symbol,name,price,change,pct_change,volume
RCON,RCON,0.06,-0.35,-84.53,97638911
SHFSW,SHFSW,0.02,-0.03,-59.6,6200
GDEVW,GDEVW,0.0,-0.0,-57.14,1600
KTTAW,KTTAW,0.0,-0.01,-54.95,37221
MUA^,MUA^,0.0,-0.01,-53.06,464047
EDBLW,EDBLW,0.02,-0.02,-50.97,112193
TDCL,TDCL,12.79,-12.1,-48.61,49378
IPCXU,IPCXU,5.16,-4.84,-48.4,1417
SUJA,SUJA,6.13,-5.26,-46.18,3362780
MNTSW,MNTSW,0.0,-0.0,-45.88,520686
SXTC,SXTC,0.07,-0.06,-45.57,160066192
GGROW,GGROW,0.0,-0.0,-42.86,34300
SPPL,SPPL,2.02,-1.51,-42.78,531306
VSEE,VSEE,0.05,-0.03,-40.24,39585544
SVAQW,SVAQW,0.38,-0.25,-39.97,4011
PBMWW,PBMWW,0.02,-0.01,-39.71,37672
MYSEW,MYSEW,0.02,-0.01,-39.71,8323
WLDSW,WLDSW,7.2,-4.58,-38.88,1
AMIX,AMIX,12.1,-7.4,-37.95,14004276
WZRD,WZRD,0.49,-0.29,-37.58,21705
