symbol,name,price,change,pct_change,volume
XOSWW,XOSWW,0.0,-0.01,-66.27,1575514
PFSA,PFSA,13.57,-13.91,-50.62,1439134
LGCL,LGCL,0.13,-0.11,-46.96,42477170
IPST,IPST,8.45,-7.31,-46.38,1876859
HUBCZ,HUBCZ,0.01,-0.01,-43.59,5008
WYFL,WYFL,5.99,-4.58,-43.33,1577886
IVDAW,IVDAW,0.02,-0.01,-38.89,14951
OIOWW,OIOWW,0.04,-0.03,-37.57,4011
WETO,WETO,20.76,-12.24,-37.09,949771
SNSC,SNSC,1.28,-0.75,-36.95,693484
KWM,KWM,1.64,-0.92,-35.94,998554
XOS,XOS,2.9,-1.54,-34.68,7433914
DAIC,DAIC,0.42,-0.22,-34.27,1374839
AIMDW,AIMDW,0.07,-0.03,-33.8,725
OSRHW,OSRHW,0.04,-0.02,-33.77,7603
EHGO,EHGO,1.21,-0.6,-33.15,55031097
ELAB,ELAB,0.56,-0.27,-32.49,1931286
RNWWW,RNWWW,0.0,-0.0,-32.0,924426
BOXL,BOXL,5.21,-2.36,-31.18,222234
GSRFR,GSRFR,1.2,-0.54,-31.03,494
