symbol,name,price,change,pct_change,volume
GMM,GMM,4.57,2.72,147.03,136609988
QTEXW,QTEXW,0.07,0.04,114.79,1574
MRNOW,MRNOW,0.02,0.01,90.0,6295
OIOWW,OIOWW,0.07,0.03,87.67,34
JZXN,JZXN,2.17,1.0,85.47,144645207
WGSWW,WGSWW,0.0,0.0,76.92,1756
COOTW,COOTW,0.02,0.01,75.91,13246
REVBW,REVBW,0.01,0.0,59.68,1962
NVVE,NVVE,13.67,4.89,55.69,17947457
AARD,AARD,7.6,2.6,52.0,3444336
SUNE,SUNE,3.83,1.27,49.61,74459823
ZBAO,ZBAO,0.42,0.13,43.18,316481310
ALPXW,ALPXW,0.09,0.03,41.67,5601
RDACR,RDACR,0.1,0.03,40.51,17848
VGASW,VGASW,0.03,0.01,38.84,104
BEATW,BEATW,0.03,0.01,38.61,15822
NVA+,NVA+,10.51,2.76,35.61,35150
MTEKW,MTEKW,0.21,0.06,35.48,4192
FTHAW,FTHAW,0.8,0.2,33.33,25606
GGROW,GGROW,0.01,0.0,30.0,1508
