symbol,name,price,change,pct_change,volume
HAO,HAO,0.36,-0.71,-66.48,87046152
JEM,JEM,0.54,-0.58,-51.68,7397557
ELPW,ELPW,0.3,-0.27,-47.0,83126934
KWMWW,KWMWW,0.01,-0.01,-46.19,9102
EVLVW,EVLVW,0.0,-0.0,-43.48,1009405
SOBR,SOBR,0.43,-0.3,-41.09,1152211
FFAIW,FFAIW,0.0,-0.0,-38.75,255434
NVNIW,NVNIW,0.04,-0.02,-35.9,925
VRAX,VRAX,4.08,-2.28,-35.85,1683604
DAICW,DAICW,0.01,-0.0,-35.66,25766
CDIOW,CDIOW,0.01,-0.01,-34.07,4249
FGIWW,FGIWW,0.06,-0.03,-33.33,15238
PRENW,PRENW,0.01,-0.01,-31.85,1233432
EDBLW,EDBLW,0.03,-0.01,-31.04,20716
FSHPR,FSHPR,0.08,-0.03,-30.78,10
VTAK,VTAK,0.81,-0.33,-28.51,2280004
CRGOW,CRGOW,0.03,-0.01,-27.27,11742
SILO,SILO,5.7,-2.03,-26.26,375313
LGHL,LGHL,0.27,-0.09,-25.22,3356845
AURE,AURE,1.48,-0.47,-24.1,65864
