symbol,name,price,change,pct_change,volume
RQI^,RQI^,0.0,-0.01,-71.0,3101276
LCDL,LCDL,0.29,-0.3,-51.25,179658940
IBX,IBX,15.46,-15.73,-50.43,13551328
LESL,LESL,3.3,-2.3,-41.07,12038963
ORIQW,ORIQW,0.1,-0.07,-40.63,108
STAK,STAK,2.23,-1.5,-40.13,549363
BACCR,BACCR,0.57,-0.29,-33.87,1690644
EVLVW,EVLVW,0.0,-0.0,-33.33,2033021
NTRBW,NTRBW,0.52,-0.25,-32.47,2334
CELUW,CELUW,0.0,-0.0,-31.25,226481
MTNB,MTNB,0.33,-0.15,-30.25,4126642
RCKTW,RCKTW,0.0,-0.0,-28.95,8257
HUBCZ,HUBCZ,0.01,-0.01,-28.86,1509
RSVRW,RSVRW,0.05,-0.02,-28.57,2700
WGSWW,WGSWW,0.0,-0.0,-27.78,89193
WYFL,WYFL,17.95,-6.85,-27.63,279176
FTRK,FTRK,0.43,-0.16,-27.5,3420488
UBXG,UBXG,4.61,-1.69,-26.83,9900899
ACHR+,ACHR+,0.06,-0.02,-26.76,291572
PSQH,PSQH,3.58,-1.24,-25.73,223020
