symbol,name,price,change,pct_change,volume
PLAG,PLAG,1.24,-4.57,-78.66,22733131
NBIZ,NBIZ,5.32,-11.15,-67.7,40874403
GLNDW,GLNDW,0.3,-0.41,-57.61,656054
SLXN,SLXN,0.45,-0.58,-56.13,4161944
SES+,SES+,0.01,-0.01,-53.42,16837
BTBDW,BTBDW,0.03,-0.03,-53.09,15086
ASTLW,ASTLW,0.01,-0.01,-50.0,43929
WLCOW,WLCOW,0.25,-0.25,-50.0,91805
VWAVW,VWAVW,0.11,-0.09,-45.0,17494
SEATW,SEATW,0.03,-0.02,-45.0,500
GLND,GLND,1.11,-0.9,-44.53,13688963
NCMI,NCMI,2.22,-1.57,-41.42,10512416
ACHR+,ACHR+,0.04,-0.03,-40.84,340097
WXM,WXM,4.76,-3.14,-39.75,612690
SMCZ,SMCZ,3.35,-2.11,-38.64,13308931
CORD,CORD,2.29,-1.43,-38.44,43203504
DAICW,DAICW,0.0,-0.0,-38.1,82280
HOLOW,HOLOW,0.05,-0.03,-37.5,7107
TWLVR,TWLVR,0.15,-0.08,-36.74,600
SNAL,SNAL,2.91,-1.68,-36.6,684822
