symbol,name,price,change,pct_change,volume
GDEVW,GDEVW,0.01,0.0,246.67,15326
IAUX+,IAUX+,2.66,1.67,168.69,2897
BOXL,BOXL,7.87,4.94,168.6,62936517
RMCF,RMCF,1.52,0.85,126.02,200743796
OFAL,OFAL,1.36,0.65,90.69,147855049
NEBX,NEBX,35.76,14.55,68.6,8149973
NBIL,NBIL,34.85,14.14,68.28,10975554
NBIG,NBIG,24.0,9.72,68.07,6658431
WLDSW,WLDSW,12.0,4.8,66.67,4
NBIC,NBIC,25.87,9.37,56.81,15542
NTRBW,NTRBW,0.39,0.14,56.0,410
BRUNW,BRUNW,10.55,3.78,55.83,388546
QNTU,QNTU,16.38,5.6,51.95,134910
FDMMW,FDMMW,0.45,0.15,51.63,7192
GRRRW,GRRRW,0.2,0.07,51.4,33677
BQ,BQ,1.22,0.41,50.56,119179844
RNWWW,RNWWW,0.0,0.0,50.0,130622
XHLD,XHLD,5.35,1.78,49.86,21452412
BIAFW,BIAFW,0.07,0.02,49.1,862
BANL,BANL,6.09,1.93,46.39,2813001
