symbol,name,price,change,pct_change,volume
GIPRW,GIPRW,0.02,0.01,1130.77,3394
SHFSW,SHFSW,0.02,0.01,93.07,3449
CINGW,CINGW,0.01,0.01,88.33,101
BIAFW,BIAFW,0.7,0.31,79.58,38966
IMRN,IMRN,1.8,0.68,60.71,120268257
SMXWW,SMXWW,0.02,0.01,59.85,78459
SCAGW,SCAGW,0.01,0.0,57.69,23608
SBXD+,SBXD+,0.13,0.05,56.33,2367
BTBDW,BTBDW,0.05,0.02,52.82,5182
EMISR,EMISR,0.12,0.04,50.7,10
CDTG,CDTG,1.32,0.42,46.72,84748685
AOUT,AOUT,14.48,4.47,44.66,4353325
ONFOW,ONFOW,0.02,0.01,44.53,78924
PSQH+,PSQH+,0.03,0.01,42.78,14179
FLDDW,FLDDW,0.07,0.02,40.0,32
FTRA+,FTRA+,0.78,0.22,39.68,900
ONCO,ONCO,1.02,0.28,38.02,5258329
GIXXR,GIXXR,0.3,0.08,35.14,505
FOXXW,FOXXW,0.06,0.02,34.86,301
GRNQ,GRNQ,18.7,4.68,33.38,338626
