symbol,name,price,change,pct_change,volume
CTNT,CTNT,0.15,-1.01,-86.95,90059333
KLXER,KLXER,0.03,-0.09,-75.66,1099414
QCLS,QCLS,0.56,-1.15,-67.25,9811229
WALDW,WALDW,0.01,-0.02,-65.5,526675
SABSW,SABSW,0.01,-0.03,-64.3,67789
NMCO^,NMCO^,0.01,-0.01,-62.5,2768597
ADBT,ADBT,0.1,-0.14,-58.24,74837020
GTERW,GTERW,0.02,-0.03,-54.0,189419
RIV^,RIV^,0.0,-0.0,-49.41,907796
BURU,BURU,1.31,-1.24,-48.63,1256784
BEATW,BEATW,0.01,-0.01,-46.94,5546
GPACW,GPACW,0.17,-0.13,-43.51,14028
CLLS,CLLS,1.83,-1.27,-40.97,1160120
HQWWW,HQWWW,4.22,-2.79,-39.8,33849
ANGHW,ANGHW,0.01,-0.01,-39.39,3254
AMPGZ,AMPGZ,0.15,-0.09,-36.33,2045
HQ,HQ,10.34,-4.88,-32.06,1819878
STLNW,STLNW,0.03,-0.01,-31.9,6804
SIMX,SIMX,10.88,-4.68,-30.09,92592
XHLD,XHLD,8.92,-3.61,-28.81,4858856
