symbol,name,price,change,pct_change,volume
ANSCW,ANSCW,0.0,-0.17,-97.18,260828
MUA^#,MUA^#,0.01,-0.02,-72.0,151890
BKSY+,BKSY+,0.01,-0.01,-56.11,46946
PN,PN,8.43,-8.84,-51.19,613819
IPCX,IPCX,4.45,-4.24,-48.79,244960
INHD,INHD,9.42,-8.58,-47.67,1534124
DAICW,DAICW,0.0,-0.0,-47.06,38973
BLRKW,BLRKW,0.39,-0.31,-44.19,130940
ELPW,ELPW,0.1,-0.07,-40.13,53866439
CORD,CORD,4.32,-2.76,-38.98,11126937
GYGY,GYGY,6.01,-3.82,-38.86,163035
XBPEW,XBPEW,0.04,-0.02,-37.29,4000
CSAI,CSAI,3.69,-2.11,-36.38,422468
JDZG,JDZG,3.86,-2.15,-35.77,395299
FMFC,FMFC,0.34,-0.18,-35.13,8473759
AAOZ,AAOZ,19.72,-9.84,-33.29,500283
ANNAW,ANNAW,0.16,-0.07,-30.43,41434
FGIWW,FGIWW,0.07,-0.03,-28.71,1105
VFSWW,VFSWW,0.25,-0.1,-28.51,23798
BGLWW,BGLWW,0.06,-0.02,-28.25,14150
