symbol,name,price,change,pct_change,volume
RITR,RITR,0.34,0.28,495.47,1496138716
HYFM,HYFM,2.15,1.61,298.89,141714766
RCKTW,RCKTW,0.0,0.0,146.15,26970
DFNS,DFNS,61.5,33.82,122.18,13695889
UPC,UPC,6.48,3.32,105.06,27356230
MGN,MGN,0.14,0.06,87.23,912186389
ENGNW,ENGNW,0.35,0.14,70.65,11454
FUSE,FUSE,1.33,0.55,69.64,58006266
NVNIW,NVNIW,0.03,0.01,63.74,5320
CNCKW,CNCKW,0.38,0.14,62.34,11096
IVDAW,IVDAW,0.02,0.01,61.69,4825
FUSEW,FUSEW,0.08,0.03,61.6,42335
NRSNW,NRSNW,0.16,0.06,59.9,506
DSYWW,DSYWW,0.02,0.01,58.99,17946
HUBCZ,HUBCZ,0.02,0.01,52.73,2522
HOLOW,HOLOW,0.08,0.03,52.31,334
DSX+,DSX+,0.35,0.12,52.17,42645
DFNSW,DFNSW,0.16,0.05,45.85,1077714
EZRA,EZRA,2.65,0.83,45.6,108117340
PTACW,PTACW,0.22,0.07,45.6,15100
