symbol,name,price,change,pct_change,volume
GFAIW,GFAIW,0.02,0.02,696.0,116127
PARAW,PARAW,0.01,0.01,90.77,13258
LCFYW,LCFYW,7.9,3.75,90.36,8
ASTLW,ASTLW,0.01,0.0,82.86,702
SSM,SSM,4.75,2.08,77.43,32734266
RDACR,RDACR,0.09,0.04,63.6,363074
FLYE,FLYE,2.2,0.84,61.76,76337485
ARBEW,ARBEW,0.02,0.01,56.0,69003
CINGW,CINGW,0.01,0.0,51.67,3124
PAACW,PAACW,0.45,0.15,51.07,271829
BIAFW,BIAFW,0.16,0.05,47.06,17244
BIAF,BIAF,6.59,2.03,44.52,43457784
RDAC,RDAC,6.45,1.89,41.45,24148658
SCLXW,SCLXW,0.17,0.05,40.75,690
GPRO,GPRO,1.23,0.35,40.38,491162171
NRSNW,NRSNW,0.07,0.02,40.0,838
EONR+,EONR+,0.1,0.03,38.6,6330
NWGL,NWGL,1.17,0.32,37.63,5733064
GIXXR,GIXXR,0.3,0.08,35.09,100
OBAWW,OBAWW,0.23,0.06,34.84,121860
