symbol,name,price,change,pct_change,volume
YXT,YXT,7.95,-15.48,-66.07,3119313
RCKTW,RCKTW,0.0,-0.0,-60.71,11971
BIVIW,BIVIW,0.14,-0.21,-60.25,202265
BKSY+,BKSY+,0.01,-0.01,-57.24,116134
TDUP,TDUP,3.11,-3.17,-50.48,22137799
MYSEW,MYSEW,0.01,-0.01,-50.24,6
FACTW,FACTW,0.1,-0.09,-44.74,4651
SCPQW,SCPQW,0.38,-0.31,-44.61,250
FTHAW,FTHAW,0.33,-0.26,-44.07,20320
OABIW,OABIW,0.05,-0.03,-42.98,201
DAVEW,DAVEW,2.13,-1.51,-41.48,39132
FGIWW,FGIWW,0.09,-0.06,-39.96,174
VLOSW,VLOSW,0.3,-0.2,-39.96,1106
APPX,APPX,15.2,-9.81,-39.22,4545270
BLLN,BLLN,91.65,-58.32,-38.89,3737638
SRZNW,SRZNW,0.0,-0.0,-38.71,6300
XOSWW,XOSWW,0.0,-0.0,-36.36,227257
FLDDW,FLDDW,0.08,-0.04,-36.28,4473
UWMC,UWMC,1.19,-0.66,-35.6,110555974
APPC,APPC,13.3,-7.13,-34.88,12237
