symbol,name,price,change,pct_change,volume
EVLVW,EVLVW,0.0,0.0,223.08,17226239
RDACR,RDACR,0.15,0.07,87.27,21692
TGHL,TGHL,1.52,0.71,86.62,136451451
CCGWW,CCGWW,0.03,0.01,80.71,23289
APLMW,APLMW,0.02,0.01,68.1,62980
STAK,STAK,3.58,1.45,68.08,56806472
ATPC,ATPC,4.2,1.68,66.67,39561052
REVBW,REVBW,0.01,0.0,61.29,2762
DSYWW,DSYWW,0.02,0.01,59.72,26635
DXST,DXST,2.99,0.91,43.75,23944933
ARCLR,ARCLR,0.24,0.07,42.86,54
LIMNW,LIMNW,0.07,0.02,40.0,5684
AIMDW,AIMDW,0.15,0.04,39.53,7151
IQST,IQST,1.22,0.34,38.45,136861387
HUBCZ,HUBCZ,0.02,0.0,38.05,3336
VEEE,VEEE,36.18,9.59,36.07,9896237
CDNA,CDNA,40.34,10.59,35.6,4473915
ASPSZ,ASPSZ,0.3,0.08,35.2,157730
ASTN,ASTN,8.47,2.14,33.81,4718566
ATAI,ATAI,7.15,1.79,33.4,165561594
