symbol,name,price,change,pct_change,volume
NVVE,NVVE,8.38,-13.18,-61.13,1520879
SOBR,SOBR,1.0,-1.07,-51.69,11808222
WGSWW,WGSWW,0.0,-0.0,-50.0,53965
KWMWW,KWMWW,0.01,-0.01,-49.38,77969
PLAG,PLAG,0.97,-0.87,-47.32,531975
ASTLW,ASTLW,0.02,-0.01,-41.81,27176
ASUP,ASUP,6.43,-3.92,-37.87,84333
ASTT,ASTT,15.01,-8.85,-37.09,1380
ALP,ALP,0.2,-0.12,-36.08,11047603
DRMAW,DRMAW,0.01,-0.0,-35.48,44825
STFS,STFS,10.1,-5.41,-34.88,47178
SATLW,SATLW,0.41,-0.22,-34.47,21337
ASTG,ASTG,7.42,-3.89,-34.39,59904
ASTX,ASTX,9.82,-5.1,-34.18,14733267
ASTY,ASTY,5.4,-2.74,-33.66,1066416
FGIWW,FGIWW,0.02,-0.01,-33.61,61249
CNEY,CNEY,0.67,-0.33,-33.12,2794946
JOBY+,JOBY+,0.08,-0.04,-32.31,258180
VCIG,VCIG,1.08,-0.51,-32.08,579768
JAGX,JAGX,1.33,-0.61,-31.54,169995
