symbol,name,price,change,pct_change,volume
JDZG,JDZG,6.01,-43.99,-87.98,897619
KPTI,KPTI,1.92,-5.09,-72.61,22039125
DFNS,DFNS,27.68,-57.3,-67.43,4188170
BIOA,BIOA,9.04,-15.81,-63.62,9948332
NUWE,NUWE,1.74,-2.71,-60.9,6640347
MBRX,MBRX,0.4,-0.62,-60.78,19063010
NVNIW,NVNIW,0.02,-0.02,-55.12,20300
INHD,INHD,18.0,-21.49,-54.42,2441656
DFNSW,DFNSW,0.11,-0.13,-54.1,880384
RBLU,RBLU,3.19,-3.75,-54.03,7913603
NEXRW,NEXRW,0.01,-0.02,-52.6,37111
RCKTW,RCKTW,0.0,-0.0,-50.0,5022
MYGN,MYGN,2.86,-2.51,-46.74,15070559
CYCU,CYCU,0.89,-0.72,-44.84,157307233
BNCWZ,BNCWZ,0.04,-0.04,-43.75,302
CYCUW,CYCUW,0.02,-0.02,-43.69,1371298
DSYWW,DSYWW,0.01,-0.01,-42.08,7983
RDTL,RDTL,12.12,-8.77,-41.98,6890977
RDDC,RDDC,11.31,-8.0,-41.43,41899
SDSTW,SDSTW,0.09,-0.06,-41.08,34202
