symbol,name,price,change,pct_change,volume
FCUV,FCUV,11.6,9.72,517.02,96687471
RNWWW,RNWWW,0.0,0.0,218.18,20000
WETO,WETO,0.09,0.06,200.0,1460322843
FMFC,FMFC,0.52,0.31,141.41,187740937
ASTLW,ASTLW,0.01,0.01,122.22,16452
REPL,REPL,11.2,5.79,107.02,33339023
MGRX,MGRX,0.56,0.26,89.75,506830479
WLDSW,WLDSW,12.0,4.7,64.38,65
MDCXW,MDCXW,0.5,0.19,61.26,130
TCX,TCX,15.44,5.74,59.18,666432
LUCYW,LUCYW,0.04,0.01,57.37,3340
AXTC,AXTC,17.13,6.24,57.29,13069
AXTU,AXTU,3.94,1.44,57.29,2713533
AXTL,AXTL,2.83,1.02,56.79,1927310
APMD,APMD,25.0,9.0,56.25,3429130
AXTX,AXTX,7.31,2.61,55.53,26909304
ONMDW,ONMDW,0.04,0.02,54.12,100
ESLAW,ESLAW,0.09,0.03,53.9,2000
TGHL,TGHL,1.13,0.39,53.57,15531019
DAICW,DAICW,0.01,0.0,51.79,4985
