symbol,name,price,change,pct_change,volume
IREZ,IREZ,15.32,-23.9,-60.94,5335898
MUA^#,MUA^#,0.01,-0.01,-59.68,76121
MRNOW,MRNOW,0.01,-0.01,-58.14,69263
NBIZ,NBIZ,19.75,-22.86,-53.65,9335672
BEZ,BEZ,12.7,-14.19,-52.77,5653874
SNDQ,SNDQ,29.36,-31.43,-51.7,34205555
MGRX,MGRX,0.29,-0.26,-46.88,23537607
SBFMW,SBFMW,0.04,-0.04,-46.25,1323
CCB,CCB,39.91,-30.75,-43.52,2051240
CORD,CORD,6.7,-5.02,-42.83,9548084
YYAI,YYAI,0.17,-0.12,-41.38,31961817
APLZ,APLZ,23.94,-16.0,-40.06,205341
CBRZ,CBRZ,12.43,-8.27,-39.95,485904
BIYA,BIYA,3.61,-2.22,-38.08,1993616
INO,INO,0.66,-0.38,-36.92,33150029
FGIWW,FGIWW,0.1,-0.06,-36.88,279
MUZ,MUZ,12.28,-7.12,-36.73,19250638
CAPR,CAPR,4.19,-2.38,-36.23,28696247
ASTLW,ASTLW,0.0,-0.0,-35.71,139090
AAOZ,AAOZ,32.87,-17.94,-35.31,269799
