symbol,name,price,change,pct_change,volume
CYCU,CYCU,1.61,1.34,495.85,579683799
GCTK,GCTK,0.78,0.49,173.68,332129670
CYCUW,CYCUW,0.04,0.03,164.1,2495534
NUWE,NUWE,4.45,2.56,135.45,114993519
PN,PN,23.67,12.95,120.8,8246236
BRUNW,BRUNW,8.48,4.17,96.75,391773
DFNSW,DFNSW,0.24,0.11,83.85,2530668
IVDAW,IVDAW,0.03,0.01,81.82,201
DFNS,DFNS,84.98,34.76,69.22,9200379
ORIQW,ORIQW,0.18,0.07,65.45,332
AIMDW,AIMDW,0.09,0.04,63.64,1
IREX,IREX,13.42,5.11,61.49,2257501
KVACW,KVACW,0.03,0.01,61.11,35686
IREG,IREG,7.55,2.84,60.3,1849896
IRE,IRE,9.45,3.55,60.17,13668299
BEC,BEC,11.94,4.47,59.84,29871
CIFG,CIFG,9.5,3.54,59.47,302387
SLDPW,SLDPW,0.06,0.02,57.03,9543
IREC,IREC,20.22,7.32,56.71,3279
CIFU,CIFU,22.88,8.26,56.44,256466
