symbol,name,price,change,pct_change,volume
XBIO,XBIO,2.19,-2.08,-48.71,1480884
CUPR,CUPR,1.6,-1.33,-45.39,1269446
NXATW,NXATW,0.01,-0.01,-43.33,31080
HUBCZ,HUBCZ,0.01,-0.01,-38.5,3352
JSPRW,JSPRW,0.0,-0.0,-35.71,184037
LWACW,LWACW,0.12,-0.07,-34.68,4
MYSE,MYSE,2.11,-1.12,-34.67,755517
RETO,RETO,1.84,-0.96,-34.29,138228834
CTNT,CTNT,0.04,-0.02,-32.52,179488301
NIOBW,NIOBW,0.8,-0.38,-32.2,1952
NGHT,NGHT,14.75,-6.76,-31.43,11286
IPW,IPW,1.82,-0.81,-30.8,937816
LKSPR,LKSPR,0.7,-0.3,-29.99,46
ARTL,ARTL,3.75,-1.59,-29.78,274890
VWAV,VWAV,0.38,-0.16,-29.15,12421772
BDRX,BDRX,0.96,-0.37,-27.82,3337269
MRLN,MRLN,2.21,-0.84,-27.54,11673961
NRSNW,NRSNW,0.05,-0.02,-26.71,6015
HLSQ,HLSQ,0.72,-0.25,-25.65,897802
QSEAR,QSEAR,0.21,-0.07,-25.0,806
