symbol,name,price,change,pct_change,volume
FGIWW,FGIWW,0.2,-1.56,-88.64,112769
YYAI,YYAI,0.9,-2.1,-70.12,15555284
SPWRW,SPWRW,0.04,-0.07,-62.79,233806
BIOT,BIOT,1.33,-1.41,-51.46,1880519
AMKL,AMKL,5.81,-5.94,-50.55,1757049
AMKX,AMKX,9.36,-8.56,-47.77,17537
ENLV,ENLV,2.24,-2.02,-47.42,3998080
BGLWW,BGLWW,0.05,-0.03,-40.58,12120
SPWR,SPWR,0.29,-0.19,-40.0,39348273
DFLIW,DFLIW,0.03,-0.02,-38.74,136488
REPL,REPL,5.35,-3.28,-38.01,23952641
BIOTW,BIOTW,0.03,-0.02,-37.78,239204
CHECW,CHECW,0.14,-0.08,-37.58,9025
ZOOZW,ZOOZW,0.02,-0.01,-35.78,114363
GRMLW,GRMLW,0.1,-0.06,-35.48,27024
SLXNW,SLXNW,0.03,-0.02,-35.48,47008
BRUNW,BRUNW,5.13,-2.67,-34.23,37783
RVSNW,RVSNW,0.02,-0.01,-34.15,15606
FTHAW,FTHAW,0.5,-0.25,-33.32,3131
LNZAW,LNZAW,0.01,-0.01,-31.5,24
