symbol,name,price,change,pct_change,volume
ZCMD,ZCMD,4.29,2.82,191.84,125539863
PN,PN,9.34,5.31,131.76,9982476
LABT,LABT,3.41,1.55,83.33,78416237
APXTW,APXTW,0.52,0.22,73.28,2643942
ADVB,ADVB,12.25,5.17,73.02,29209780
INLF,INLF,3.76,1.53,68.61,50363932
ORIQW,ORIQW,0.19,0.07,57.63,209
KWMWW,KWMWW,0.01,0.0,56.25,894
LIMNW,LIMNW,0.08,0.03,54.95,1018
RNWWW,RNWWW,0.0,0.0,52.94,138210
KUST,KUST,1.41,0.45,46.74,51794318
MWC,MWC,1.62,0.51,45.95,9324752
AUROW,AUROW,0.26,0.08,45.82,49081
KSCP,KSCP,2.08,0.65,45.45,18517829
ZBAO,ZBAO,0.26,0.08,44.75,479580409
SMCC,SMCC,28.57,8.74,44.11,10139
SORNW,SORNW,0.36,0.11,43.84,4
FVNNR,FVNNR,0.24,0.07,39.48,8613
SMCX,SMCX,8.99,2.54,39.38,20834466
SMCL,SMCL,12.44,3.51,39.3,3399795
