symbol,name,price,change,pct_change,volume
GFAIW,GFAIW,0.01,-0.01,-61.81,31051
ADBT,ADBT,1.72,-1.96,-53.26,3355737
QUMSR,QUMSR,0.07,-0.08,-52.75,345172
XBPEW,XBPEW,0.03,-0.03,-52.08,13897
LCFYW,LCFYW,3.85,-4.05,-51.27,912
BBLGW,BBLGW,3.1,-2.9,-48.33,130
TCRX,TCRX,0.38,-0.29,-42.8,8325742
CRDU,CRDU,6.81,-4.63,-40.47,22150358
CRD,CRD,9.91,-6.6,-39.98,102447
CDT,CDT,0.91,-0.57,-38.51,1227319
WALDW,WALDW,0.02,-0.01,-36.62,20930
BRLSW,BRLSW,0.04,-0.02,-36.56,1032
ARQQW,ARQQW,0.0,-0.0,-34.88,847997
NRSNW,NRSNW,0.05,-0.02,-34.29,2532
WETO,WETO,3.93,-2.01,-33.84,6066841
TANH,TANH,0.23,-0.11,-32.34,1662472
OGGWZ,OGGWZ,0.03,-0.01,-31.17,53695
ECXWW,ECXWW,0.03,-0.01,-28.39,5165
CANF,CANF,2.36,-0.93,-28.27,20100170
NEXRW,NEXRW,0.01,-0.0,-28.06,1810
