symbol,name,price,change,pct_change,volume
TE+,TE+,0.0,-0.01,-58.59,178741
EVLVW,EVLVW,0.01,-0.01,-50.39,1309808
FGIWW,FGIWW,0.15,-0.15,-49.97,14920
SDOT,SDOT,20.31,-19.69,-49.23,3582514
CELUW,CELUW,0.0,-0.0,-46.0,108919
NRSNW,NRSNW,0.07,-0.06,-44.72,16
RSVRW,RSVRW,0.1,-0.07,-41.0,307
SRZNW,SRZNW,0.01,-0.01,-40.48,110
SEATW,SEATW,0.03,-0.01,-36.27,11383
EOSER,EOSER,0.05,-0.03,-35.06,58228414
MRNOW,MRNOW,0.01,-0.01,-33.33,12321
ONFOW,ONFOW,0.02,-0.01,-33.06,572370
ZBAO,ZBAO,0.29,-0.14,-32.96,768311
CPOP,CPOP,0.07,-0.03,-31.31,78292688
YDESW,YDESW,0.22,-0.1,-31.22,8540
SABSW,SABSW,0.01,-0.01,-30.95,326252
ESLAW,ESLAW,0.1,-0.04,-29.78,8009
JLHL,JLHL,3.06,-1.26,-29.17,696940
CMMB,CMMB,1.97,-0.8,-28.88,2184964
ONFO,ONFO,0.28,-0.11,-28.81,139329278
