symbol,name,price,change,pct_change,volume
RIV^,RIV^,0.02,0.02,620.0,33804811
GCDT,GCDT,0.93,0.56,149.91,379022211
BNCWZ,BNCWZ,0.14,0.08,143.03,223613
GFAIW,GFAIW,0.02,0.01,100.0,760
TWLVR,TWLVR,0.15,0.07,85.52,6364
OGGWZ,OGGWZ,0.05,0.02,76.95,1300
BBLGW,BBLGW,6.75,2.7,66.67,2
HSCSW,HSCSW,0.08,0.03,60.0,43181
IVDAW,IVDAW,0.03,0.01,55.44,35
HUBCZ,HUBCZ,0.02,0.01,52.67,2421
INDP,INDP,1.85,0.63,51.64,8203077
BNC,BNC,5.25,1.76,50.43,69117188
ARBEW,ARBEW,0.03,0.01,48.17,998296
ABLVW,ABLVW,0.02,0.01,47.58,896
NMPAR,NMPAR,0.23,0.07,45.34,408550
WYHG,WYHG,5.88,1.82,44.83,20384973
REVBW,REVBW,0.01,0.0,44.62,28427
SBXD+,SBXD+,0.15,0.04,41.77,2108
TDOT,TDOT,14.9,4.38,41.65,23560
GSRFR,GSRFR,1.73,0.49,39.52,11542
