symbol,name,price,change,pct_change,volume
RIV^,RIV^,0.0,-0.0,-69.57,1812247
ASGI^#,ASGI^#,0.07,-0.11,-61.06,38593
NIVFW,NIVFW,0.01,-0.01,-56.5,37434
ASTLW,ASTLW,0.0,-0.0,-48.33,4217
DFSCW,DFSCW,0.02,-0.01,-47.46,15716
FVNNU,FVNNU,12.62,-10.52,-45.46,608
SWAGW,SWAGW,0.0,-0.0,-44.44,253
ACONW,ACONW,0.03,-0.02,-43.43,4492
PDYNW,PDYNW,0.0,-0.0,-42.55,797161
VEEAW,VEEAW,0.03,-0.02,-39.52,38525
ARBEW,ARBEW,0.01,-0.01,-38.69,48486
OABIW,OABIW,0.23,-0.13,-36.26,108
SMX,SMX,10.98,-6.03,-35.45,233264
ASPCR,ASPCR,0.07,-0.04,-33.27,592
MBRX,MBRX,0.52,-0.25,-32.71,4065876
MKDWW,MKDWW,0.01,-0.0,-32.0,69402
BEATW,BEATW,0.01,-0.0,-31.97,9
QSEAR,QSEAR,0.15,-0.07,-31.82,80
KLXER,KLXER,0.0,-0.0,-31.43,684619
DLXY,DLXY,0.6,-0.26,-30.49,2187000
