symbol,name,price,change,pct_change,volume
GRML,GRML,9.42,6.57,230.53,209372448
GLNDW,GLNDW,0.83,0.54,186.21,4492129
GLND,GLND,2.9,1.7,141.26,179189548
CYCUW,CYCUW,0.05,0.03,124.77,9797
BTTC,BTTC,0.79,0.43,117.75,418672889
VEEE,VEEE,17.24,8.66,100.93,29305199
ILLRW,ILLRW,0.07,0.03,96.62,10644
BGLWW,BGLWW,0.04,0.02,83.17,16620
BNCWZ,BNCWZ,0.26,0.11,77.35,36007
CRMU,CRMU,3.45,1.49,76.0,3788985
TWLVR,TWLVR,0.14,0.06,75.53,4805
CRMX,CRMX,8.07,3.47,75.43,1831044
VRME,VRME,1.38,0.58,73.58,98356634
AVAT,AVAT,1.87,0.79,73.15,22909840
AVAZ,AVAZ,19.01,7.83,70.01,28094
ORIQW,ORIQW,0.19,0.08,67.85,282
PCTTU,PCTTU,8.99,3.57,65.87,12
CRMLW,CRMLW,3.6,1.26,53.85,160233
TXXS,TXXS,38.51,13.45,53.69,20970
SUIL,SUIL,11.17,3.77,50.95,131239
