symbol,name,price,change,pct_change,volume
PSIG,PSIG,1.45,-10.35,-87.71,17897173
TBLAW,TBLAW,0.0,-0.0,-86.67,643111
GWH+,GWH+,0.01,-0.01,-68.04,405968
KWMWW,KWMWW,0.01,-0.02,-63.11,161173
ONX,ONX,10.94,-9.92,-47.57,443648
ONG,ONG,7.06,-6.27,-47.02,419771
OIOWW,OIOWW,0.04,-0.03,-46.57,10
BNCWZ,BNCWZ,0.03,-0.02,-46.4,172164
RNWWW,RNWWW,0.0,-0.0,-40.43,7635
CELZ,CELZ,1.2,-0.8,-40.0,529491
LICN,LICN,1.02,-0.65,-38.92,15427297
ANGH,ANGH,3.31,-2.07,-38.48,148243
TVRD,TVRD,1.5,-0.86,-36.44,762842
QTEXW,QTEXW,0.03,-0.02,-36.27,22902
BEX,BEX,42.51,-23.91,-36.0,1827324
RQI^,RQI^,0.01,-0.01,-35.14,2130142
BTCT,BTCT,0.74,-0.4,-35.09,1406401
EVGOW,EVGOW,0.01,-0.0,-34.94,1217132
NIXXW,NIXXW,0.01,-0.01,-34.74,25436
BEG,BEG,61.25,-32.37,-34.57,266525
