symbol,name,price,change,pct_change,volume
SDOT,SDOT,21.45,15.27,247.09,43870847
PCLA,PCLA,6.97,3.85,123.4,7159132
CMIIW,CMIIW,1.31,0.71,118.33,1659832
IVF,IVF,2.45,1.21,97.58,113007063
ASBPW,ASBPW,0.03,0.01,77.33,8424
WSHP,WSHP,8.0,3.29,69.85,8005260
HUMAW,HUMAW,0.01,0.0,63.33,73081
CRIS,CRIS,0.32,0.12,55.98,101065706
INLF,INLF,0.05,0.02,55.67,2204488039
DFSCW,DFSCW,0.03,0.01,54.42,8429
SBCWW,SBCWW,0.32,0.11,52.38,11285
MRNOW,MRNOW,0.01,0.0,48.51,94047
ILLR,ILLR,4.46,1.41,46.23,83633117
HSCSW,HSCSW,0.07,0.02,45.88,1003
NOEMW,NOEMW,0.16,0.05,42.0,182957
CSHRW,CSHRW,0.83,0.24,40.92,11923
SES+,SES+,0.05,0.01,39.65,12238
SKYAW,SKYAW,0.03,0.01,38.63,32543
LVWR,LVWR,1.4,0.39,38.12,3693911
SABSW,SABSW,0.01,0.0,38.0,100
