symbol,name,price,change,pct_change,volume
FLZH,FLZH,0.22,-0.75,-77.2,14343014
SWAGW,SWAGW,0.0,-0.01,-53.0,114636
FBDT,FBDT,2.05,-1.94,-48.62,1266216
DFNS,DFNS,11.01,-9.6,-46.58,1605901
HUMAW,HUMAW,0.0,-0.0,-45.45,58663
FGIWW,FGIWW,0.06,-0.04,-39.02,3006
FDMMW,FDMMW,0.36,-0.19,-34.53,2066
PRENW,PRENW,0.01,-0.0,-34.15,60660
CINGW,CINGW,0.01,-0.0,-34.07,17301
BIXIW,BIXIW,0.27,-0.13,-32.5,659
PARAW,PARAW,0.01,-0.0,-30.77,10243
TMSWW,TMSWW,0.8,-0.35,-30.43,22753
EDBLW,EDBLW,0.03,-0.01,-30.41,8296
ASPSZ,ASPSZ,0.18,-0.08,-30.38,35531
ASTLW,ASTLW,0.01,-0.0,-30.0,5086
MSAIW,MSAIW,0.01,-0.01,-29.65,4176
CRACW,CRACW,0.04,-0.02,-28.95,359
ADSEW,ADSEW,0.41,-0.17,-28.95,4792
ONFOW,ONFOW,0.01,-0.01,-28.95,190379
KCHVR,KCHVR,0.1,-0.04,-28.5,9377
