symbol,name,price,change,pct_change,volume
GGROW,GGROW,0.01,0.01,319.05,92547
JEM,JEM,3.97,2.89,267.59,103826282
APLMW,APLMW,0.02,0.01,181.69,2923853
LGCL,LGCL,1.85,1.0,117.21,72313597
YOOV,YOOV,0.77,0.4,106.6,51260604
BIYA,BIYA,0.56,0.28,98.23,395785666
RSVRW,RSVRW,0.17,0.08,87.92,1207
BACCR,BACCR,0.78,0.36,85.89,5097449
KTTAW,KTTAW,0.01,0.0,85.42,50921
CELZ,CELZ,1.45,0.64,78.97,185684022
NEOVW,NEOVW,1.35,0.54,66.67,28085
FGIWW,FGIWW,0.07,0.02,61.29,62173
RVSNW,RVSNW,0.03,0.01,58.39,406
KVACW,KVACW,0.03,0.01,50.0,32075
CUPR,CUPR,6.59,2.13,47.76,25800012
EUDAW,EUDAW,0.03,0.01,45.8,5950
LUCYW,LUCYW,0.06,0.02,43.78,5218
LAFAR,LAFAR,0.12,0.03,42.07,2
ENGNW,ENGNW,0.29,0.08,41.41,46942
SLBT,SLBT,4.79,1.39,40.88,874539
