symbol,name,price,change,pct_change,volume
NVNIW,NVNIW,0.06,0.03,118.95,11039
FGIWW,FGIWW,0.3,0.16,114.29,197982
ONFOW,ONFOW,0.02,0.01,101.67,192050
CRNX,CRNX,83.53,41.5,98.74,80720990
CLRO,CLRO,13.84,6.84,97.71,81731391
SABSW,SABSW,0.02,0.01,60.0,1230760
BNCWZ,BNCWZ,0.08,0.03,56.56,4481
TVRD,TVRD,3.1,1.09,54.23,69968982
SKIN,SKIN,1.11,0.36,47.04,86634899
BEATW,BEATW,0.03,0.01,46.2,32927
AKTX,AKTX,15.48,4.58,42.02,145206
SKYQ,SKYQ,3.0,0.88,41.51,29412560
OXBRW,OXBRW,0.14,0.04,41.41,38618
TDTH,TDTH,2.56,0.74,40.66,39847911
TOIIW,TOIIW,0.05,0.01,39.83,3693
VRXA,VRXA,3.03,0.84,38.36,6079232
BGLWW,BGLWW,0.12,0.03,33.33,19393
VRXAW,VRXAW,0.15,0.04,33.16,176916
PHOE,PHOE,24.56,6.0,32.33,164185
NTWOW,NTWOW,0.27,0.06,29.01,923
