symbol,name,price,change,pct_change,volume
TE+,TE+,0.01,-0.02,-75.0,603335
EOSER,EOSER,0.08,-0.15,-65.78,32506157
ANSCW,ANSCW,0.1,-0.08,-45.11,13465
GTERW,GTERW,0.05,-0.04,-43.33,2328
OPFI+,OPFI+,0.02,-0.01,-41.33,2604
LHSW,LHSW,3.99,-2.81,-41.32,2214693
TEUP,TEUP,7.95,-5.21,-39.59,311899
RVNL,RVNL,27.87,-16.26,-36.85,339666
ERNAW,ERNAW,0.06,-0.03,-36.22,3096
WGSWW,WGSWW,0.0,-0.0,-33.33,31079
JOBY+,JOBY+,0.23,-0.11,-32.32,254575
ARCLR,ARCLR,0.16,-0.07,-31.86,500
BZFDW,BZFDW,0.02,-0.01,-31.38,135035
KIDZ,KIDZ,0.74,-0.31,-29.9,5699434
IVDAW,IVDAW,0.02,-0.01,-29.26,48106
UCTX,UCTX,12.63,-4.97,-28.24,20638
HODO,HODO,1.78,-0.66,-27.05,258674
MDCXW,MDCXW,0.51,-0.18,-26.09,2597
TMCWW,TMCWW,0.09,-0.03,-25.83,94570
SRXH,SRXH,1.35,-0.47,-25.82,10084674
