symbol,name,price,change,pct_change,volume
AMIX,AMIX,19.5,15.85,434.25,115027266
QNME,QNME,0.69,0.38,120.64,120715142
SHFSW,SHFSW,0.05,0.02,85.87,13057
ADGM,ADGM,0.8,0.34,73.91,469954241
LUCYW,LUCYW,0.07,0.03,65.06,16057
MUA^,MUA^,0.01,0.0,65.0,4057892
SXTC,SXTC,0.12,0.05,60.08,135687897
PLTL,PLTL,52.89,19.72,59.47,4065
PLTG,PLTG,15.94,5.86,58.13,1691373
PTIR,PTIR,16.72,6.14,58.03,22073304
PLTA,PLTA,17.15,6.29,57.92,354265
PLTU,PLTU,44.82,16.43,57.87,12482029
ERNAW,ERNAW,0.06,0.02,57.63,1280
ELPW,ELPW,0.16,0.05,51.95,428789398
IBTA,IBTA,37.17,12.59,51.22,1246371
BCGWW,BCGWW,0.13,0.04,48.57,714
FSHPR,FSHPR,0.1,0.03,45.51,3487
COCHW,COCHW,0.05,0.02,44.71,54412
GCTK,GCTK,0.6,0.18,44.28,51497043
XOSWW,XOSWW,0.0,0.0,42.11,15841
