symbol,name,price,change,pct_change,volume
RNWWW,RNWWW,0.01,0.0,450.0,5415953
IPST,IPST,7.39,5.19,235.91,100777954
WETO,WETO,24.59,16.37,199.15,30021873
OABIW,OABIW,0.22,0.13,153.06,384858
DSX+,DSX+,0.44,0.22,100.0,122631
OSRH,OSRH,0.59,0.27,86.71,362948363
PARAW,PARAW,0.01,0.01,78.57,1590
MRNOW,MRNOW,0.01,0.0,66.67,5565
FOXXW,FOXXW,0.07,0.03,63.59,19
TRUG,TRUG,1.54,0.57,58.84,62433312
IVF,IVF,1.53,0.56,57.47,114070518
SNYR,SNYR,0.15,0.06,55.37,186303569
GTERW,GTERW,0.07,0.02,43.97,257
BBLGW,BBLGW,7.9,2.4,43.64,217
REVBW,REVBW,0.01,0.0,43.08,553
YDESW,YDESW,0.27,0.08,41.7,27145
WFF,WFF,2.02,0.58,40.28,80839594
VEEAW,VEEAW,0.05,0.01,39.66,29
BZFDW,BZFDW,0.02,0.0,39.17,6421
BIXIW,BIXIW,0.4,0.11,38.99,129905
