symbol,name,price,change,pct_change,volume
EYPT,EYPT,4.87,-9.88,-66.98,51901158
ZTG,ZTG,3.27,-6.55,-66.7,2013785
AIFU,AIFU,17.25,-19.05,-52.48,164007
MUA^,MUA^,0.0,-0.0,-48.57,1844483
DRMAW,DRMAW,0.0,-0.0,-45.45,146059
FTRK,FTRK,0.16,-0.13,-44.06,5327165
SLND+,SLND+,0.02,-0.01,-40.51,3172
GRABW,GRABW,0.02,-0.01,-37.5,97861
NUR,NUR,3.48,-2.01,-36.61,93176
WTGUR,WTGUR,0.11,-0.05,-34.06,20
NXGL,NXGL,0.38,-0.19,-33.54,1836739
BRFH,BRFH,1.33,-0.6,-31.09,168159
FSHPR,FSHPR,0.07,-0.03,-29.93,1781
CBRZ,CBRZ,6.41,-2.73,-29.92,4388127
GIPR,GIPR,0.35,-0.15,-29.43,2215810
VWAVW,VWAVW,0.17,-0.07,-29.17,37301
PROP,PROP,0.71,-0.29,-29.0,10425757
TONT+,TONT+,0.35,-0.14,-28.56,67607
DFSC,DFSC,2.16,-0.84,-28.0,9797571
RDZNW,RDZNW,0.1,-0.04,-27.0,8774
