symbol,name,price,change,pct_change,volume
TNON,TNON,5.3,2.86,117.21,120000889
NXATW,NXATW,0.02,0.01,110.0,108887
DBGI,DBGI,6.79,3.04,81.07,26139003
DUKRW,DUKRW,1.32,0.52,65.6,2551
NTRBW,NTRBW,0.33,0.12,62.5,7206
BEATW,BEATW,0.01,0.0,57.14,406
ABLVW,ABLVW,0.02,0.01,43.2,353
WTGUR,WTGUR,0.17,0.05,41.67,600
AHMA,AHMA,1.77,0.49,38.28,26784011
FSHPR,FSHPR,0.1,0.03,38.12,2884
OXBRW,OXBRW,0.15,0.04,37.74,26685
ACAAW,ACAAW,0.8,0.22,37.41,410
DYNCW,DYNCW,0.15,0.04,36.36,12802
OABIW,OABIW,0.35,0.09,35.61,1790
STLNW,STLNW,0.05,0.01,35.16,1463
PCLA,PCLA,9.72,2.3,31.0,6133100
SNYR,SNYR,0.11,0.03,30.59,283386378
TNONW,TNONW,0.01,0.0,29.87,3787453
CXAIW,CXAIW,0.03,0.01,29.81,1147
AEON,AEON,0.3,0.07,28.92,198126683
