symbol,name,price,change,pct_change,volume
MKDW,MKDW,5.1,-4.8,-48.48,369499
SWRD,SWRD,2.23,-1.87,-45.61,2032027
CDT,CDT,0.34,-0.26,-42.54,40690445
PARAW,PARAW,0.01,-0.01,-41.13,3000
RIV^,RIV^,0.02,-0.01,-40.0,785858
HCAI,HCAI,2.59,-1.59,-38.04,803240
BBLGW,BBLGW,4.05,-2.45,-37.69,1022
RVSNW,RVSNW,0.01,-0.01,-37.0,8206
LEXX,LEXX,4.16,-2.44,-36.97,211016
LHSW,LHSW,0.65,-0.37,-36.26,4003108
TWLVR,TWLVR,0.1,-0.05,-35.56,4839
SKIL,SKIL,4.19,-2.18,-34.22,448674
BRLSW,BRLSW,0.03,-0.01,-32.38,1000
FLDDW,FLDDW,0.06,-0.03,-32.37,25622
SHFSW,SHFSW,0.01,-0.01,-32.11,3752
HSCSW,HSCSW,0.05,-0.03,-31.38,5202
ALP,ALP,3.71,-1.69,-31.3,573572
WZRD,WZRD,6.66,-3.03,-31.27,9416
SWAGW,SWAGW,0.0,-0.0,-31.25,87512
SABSW,SABSW,0.01,-0.01,-31.03,30129
