symbol,name,price,change,pct_change,volume
GDEVW,GDEVW,0.0,-0.0,-82.22,2500
TMCWW,TMCWW,0.02,-0.04,-73.17,1617827
AMPGZ,AMPGZ,0.33,-0.66,-67.16,36431
DRMAW,DRMAW,0.0,-0.0,-65.62,155560
SEATW,SEATW,0.03,-0.04,-55.91,4760
INV,INV,1.61,-1.99,-55.14,32165325
BZAI,BZAI,0.59,-0.58,-49.31,56097909
KLC,KLC,2.6,-2.23,-46.27,7007778
TLSIW,TLSIW,0.56,-0.47,-45.63,220
BZAIW,BZAIW,0.11,-0.09,-45.45,243013
PARAW,PARAW,0.01,-0.01,-42.15,120799
MVIS,MVIS,2.23,-1.53,-40.72,13500863
GIBOW,GIBOW,0.02,-0.01,-39.5,4435
SAIHW,SAIHW,0.03,-0.02,-38.22,4256
CXAI,CXAI,0.11,-0.07,-37.09,41577470
WALDW,WALDW,0.02,-0.01,-36.88,72786
YXT,YXT,3.57,-2.08,-36.81,444831
ENGNW,ENGNW,0.22,-0.12,-36.6,44600
VGASW,VGASW,0.02,-0.01,-34.49,83
GXAI,GXAI,0.83,-0.43,-34.13,10407279
