symbol,name,price,change,pct_change,volume
AACBR,AACBR,0.01,0.01,1685.71,4181248
WETO,WETO,8.22,4.61,127.7,58226265
MYSEW,MYSEW,0.0,0.0,87.5,45772
ONFOW,ONFOW,0.02,0.01,76.09,4309812
MDXH,MDXH,0.81,0.35,74.89,322502355
NVNIW,NVNIW,0.03,0.01,66.08,1870
OSRHW,OSRHW,0.05,0.02,58.33,3874
CAPR,CAPR,6.65,2.44,57.96,65589196
BANL,BANL,10.93,3.92,55.92,510685
DUKRW,DUKRW,1.49,0.53,55.21,14646
HHS,HHS,4.3,1.49,53.02,4625836
UMAL,UMAL,27.44,9.08,49.46,217626
DAAQU,DAAQU,10.35,3.3,46.81,2456
VWAV,VWAV,1.78,0.55,44.72,22583707
ETON,ETON,58.86,18.06,44.26,2290004
FSHPR,FSHPR,0.1,0.03,42.71,74
HACQW,HACQW,0.69,0.21,42.54,2
DAICW,DAICW,0.0,0.0,41.38,45038
VWAVW,VWAVW,0.24,0.07,41.18,91395
DAAQ,DAAQ,10.42,2.94,39.3,114600
